ERROR_NOTINSTALLED	Konsola administracyjna Kaspersky Administration Kit nie zosta³a zainstalowana.		
REGVALUE_INSTALLKEY_TASK	Instalacja klucza licencyjnego	
IDS__IsReinstallDlg_7	&Dalej >	
IDS__IsReinstallDlg_8	No&rmalna	
IDS__IsReinstallDlg_9	&Minimalna	
IDS__IsResumeDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsResumeDlg_1	< &Wstecz	
IDS__IsResumeDlg_2	Anuluj	
IDS__IsResumeDlg_3	&Dalej >	
IDS__IsResumeDlg_4	InstallShield(R) Wizard zakoñczy instalacjê programu [ProductName] na tym komputerze. Aby kontynuowaæ kliknij przycisk Dalej.	
IDS__IsResumeDlg_5	InstallShield(R) Wizard dokoñczy wstrzyman¹ instalacjê programu [ProductName] na tym komputerze. Aby kontynuowaæ kliknij przycisk Dalej.	
IDS__IsResumeDlg_6	{&TahomaBold10}Wznowienie pracy kreatora InstallShield Wizard dla produktu [ProductName]	
IDS__IsResumeDlg_7	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsSetupTypeMinDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsSetupTypeMinDlg_1	< &Wstecz	
IDS__IsSetupTypeMinDlg_10	&Dalej >	
IDS__IsSetupTypeMinDlg_11	{&MSSansBold8}&Pe³na	
IDS__IsSetupTypeMinDlg_12	{&MSSansBold8}&Niestandardowa	
IDS__IsSetupTypeMinDlg_13		
IDS__IsSetupTypeMinDlg_14	<ISProductFolder>\Redist\Language Independent\OS Independent\CustomSetupIco.ibd	
IDS__IsSetupTypeMinDlg_15	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsSetupTypeMinDlg_16	<ISProductFolder>\Redist\Language Independent\OS Independent\CompleteSetupIco.ibd	
IDS__IsSetupTypeMinDlg_17	<ISProductFolder>\Redist\Language Independent\OS Independent\DestIcon.ibd	
IDS__IsSetupTypeMinDlg_18	Zainstaluj minimalny zestaw sk³adników	
IDS__IsSetupTypeMinDlg_19	<ISProductFolder>\Redist\Language Independent\OS Independent\CustomSetupIco.ibd	
IDS__IsSetupTypeMinDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsSetupTypeMinDlg_20	{&MSSansBold8}&Minimalna	
IDS__IsSetupTypeMinDlg_21	<ISProductFolder>\Redist\Language Independent\OS Independent\CustomSetupIco.ibd	
IDS__IsSetupTypeMinDlg_22	<ISProductFolder>\Redist\Language Independent\OS Independent\CompleteSetupIco.ibd	
IDS__IsSetupTypeMinDlg_23	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsSetupTypeMinDlg_24	{&MSSansBold8}&Standardowa	
IDS__IsSetupTypeMinDlg_3	InstallShield	
IDS__IsSetupTypeMinDlg_4	Anuluj	
IDS__IsSetupTypeMinDlg_5	Zainstalowane zostan¹ wszystkie funkcje aplikacji.	
IDS__IsSetupTypeMinDlg_6	Nale¿y wybraæ funkcje aplikacji, które zostan¹ zainstalowane i wskazaæ dla nich lokalizacjê. Zalecane tylko dla zaawansowanych u¿ytkowników.	
IDS__IsSetupTypeMinDlg_7	Wybierz typ instalacji, który najlepiej odpowiada Twoim potrzebom.	
IDS__IsSetupTypeMinDlg_8	Wybierz typ instalacji.	
IDS__IsSetupTypeMinDlg_9	{&MSSansBold8}Typ instalacji	
IDS__IsStartCopyDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsStartCopyDlg_1	< &Wstecz	
IDS__IsStartCopyDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsStartCopyDlg_3	InstallShield	
IDS__IsStartCopyDlg_4	Anuluj	
IDS__IsStartCopyDlg_5	Kreator jest gotowy do rozpoczêcia instalacji.	
IDS__IsStartCopyDlg_6	Kliknij przycisk Dalej, aby rozpocz¹æ instalacjê.	
IDS__IsStartCopyDlg_7	Je¿eli chcesz przejrzeæ lub zmieniæ jakiekolwiek ustawienia instalacji kliknij przycisk Wstecz. Kliknij przycisk Anuluj, aby zakoñczyæ pracê z kreatorem.	
IDS__IsStartCopyDlg_8	{&MSSansBold8}Gotowy do instalacji	
IDS__IsStartCopyDlg_9	&Dalej >	
IDS__IsUserExit_0	[ProductName] - InstallShield Wizard	
IDS__IsUserExit_1	< &Wstecz	
IDS__IsUserExit_10	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsUserExit_2	Anuluj	
IDS__IsUserExit_3	&Zakoñcz	
IDS__IsUserExit_4	 System nie zosta³ zmodyfikowany. Aby póŸniej zainstalowaæ program, uruchom instalatora ponownie.	
IDS__IsUserExit_5	Kliknij przycisk Zakoñcz, aby zakoñczyæ pracê z kreatorem.	
IDS__IsUserExit_6	Mo¿esz zachowaæ zainstalowane sk³adniki, aby kontynuowaæ instalacjê póŸniej lub przywróciæ stan systemu sprzed instalacji.	
IDS__IsUserExit_7	Kliknij przycisk Przywróæ lub Kontynuuj póŸniej, aby zakoñczyæ pracê z kreatorem.	
IDS__IsUserExit_8	{&TahomaBold10}InstallShield Wizard zakoñczy³ instalacjê	
IDS__IsUserExit_9	Dzia³anie kreatora zosta³o przerwane przed zakoñczeniem instalacji programu [ProductName].	
IDS__IsVerifyReadyDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsVerifyReadyDlg_1	< &Wstecz	
IDS__IsVerifyReadyDlg_10	{&MSSansBold8}Gotowy do naprawienia programu	
IDS__IsVerifyReadyDlg_11	{&MSSansBold8}Gotowy do instalacji programu	
IDS__IsVerifyReadyDlg_12	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsVerifyReadyDlg_13	Numer seryjny: [SERIALNUMBER]	
IDS__IsVerifyReadyDlg_13X	Numer seryjny: [ISX_SERIALNUM]	
IDS__IsVerifyReadyDlg_14	Firma: [COMPANYNAME]	
IDS__IsVerifyReadyDlg_15	Nazwisko: [USERNAME]	
IDS__IsVerifyReadyDlg_16	Informacje o u¿ytkowniku:	
IDS__IsVerifyReadyDlg_17	[INSTALLDIR]	
IDS__IsVerifyReadyDlg_18	Folder docelowy:	
IDS__IsVerifyReadyDlg_19	[SelectedSetupType]	
IDS__IsVerifyReadyDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsVerifyReadyDlg_20	Typ instalacji:	
IDS__IsVerifyReadyDlg_21	Bie¿¹ce ustawienia:	
IDS__IsVerifyReadyDlg_3	InstallShield	
IDS__IsVerifyReadyDlg_4	Anuluj	
IDS__IsVerifyReadyDlg_5	Kreator jest gotowy do rozpoczêcia instalacji.	
IDS__IsVerifyReadyDlg_6	Kliknij przycisk Instaluj, aby rozpocz¹æ instalacjê.	
IDS__IsVerifyReadyDlg_7	Je¿eli chcesz przejrzeæ lub zmieniæ jakiekolwiek ustawienia instalacji kliknij przycisk Wstecz. Kliknij przycisk Anuluj, aby zakoñczyæ pracê z kreatorem.	
IDS__IsVerifyReadyDlg_8	{&MSSansBold8}Gotowy do przeprowadzenia modyfikacji aplikacji	
IDS__IsVerifyReadyDlg_9	&Instaluj	
IDS__IsVerifyRemoveAllDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsVerifyRemoveAllDlg_1	< &Wstecz	
IDS__IsVerifyRemoveAllDlg_10	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsVerifyRemoveAllDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsVerifyRemoveAllDlg_3	InstallShield	
IDS__IsVerifyRemoveAllDlg_4	Anuluj	
IDS__IsVerifyRemoveAllDlg_5	Wybrano usuniêcie programu z systemu.	
IDS__IsVerifyRemoveAllDlg_6	Kliknij przycisk Usuñ, aby usun¹æ program [ProductName] z komputera. Po usuniêciu program nie bêdzie ju¿ dostêpny.	
IDS__IsVerifyRemoveAllDlg_7	Je¿eli chcesz przejrzeæ lub zmieniæ jakiekolwiek ustawienia kliknij przycisk Wstecz.	
IDS__IsVerifyRemoveAllDlg_8	{&MSSansBold8}Usuñ program	
IDS__IsVerifyRemoveAllDlg_9	&Usuñ	
IDS__IsWelcomeDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsWelcomeDlg_1	< &Wstecz	
IDS__IsWelcomeDlg_2	Anuluj	
IDS__IsWelcomeDlg_3	&Dalej >	
IDS__IsWelcomeDlg_4	{&TahomaBold10}Witamy w kreatorze InstallShield Wizard dla [ProductName]	
IDS__IsWelcomeDlg_5	InstallShield(R) Wizard zainstaluje program [ProductName] na tym komputerze. Aby kontynuowaæ kliknij przycisk Dalej.	
IDS__IsWelcomeDlg_6	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsWelcomeDlg_7	OSTRZE¯ENIE: Ten program jest chroniony prawem autorskim i umowami miêdzynarodowymi.	
IDS__SetupTips_0	[ProductName] - InstallShield Wizard	
IDS__TargetReq_DESC_COLOR	Ustawienia kolorów w systemie nie s¹ odpowiednie do uruchomienia programu [ProductName].	
IDS__TargetReq_DESC_OS	System operacyjny nie jest odpowiedni do uruchomienia programu [ProductName].	
IDS__TargetReq_DESC_PROCESSOR	Procesor nie jest odpowiedni do uruchomienia programu [ProductName].	
IDS__TargetReq_DESC_RAM	Iloœæ pamiêci RAM jest niewystarczaj¹ca do uruchomienia programu [ProductName].	
IDS__TargetReq_DESC_RESOLUTION	Rozdzielczoœæ ekranu jest niewystarczaj¹ca do uruchomienia programu [ProductName].	
IDS_ACTIONTEXT_1	Anonsowanie aplikacji	
IDS_ACTIONTEXT_10	Obliczanie wymaganego miejsca	
IDS_ACTIONTEXT_100	Typ zawartoœci MIME: [1], Rozszerzenie: [2]	
IDS_ACTIONTEXT_101	Wyrejestrowywanie identyfikatorów aplikacji	
IDS_ACTIONTEXT_102	Identyfikator programu: [1]	
IDS_ACTIONTEXT_103	Wyrejestrowywanie bibliotek typów	
IDS_ACTIONTEXT_104	Identyfikator biblioteki: [1]	
IDS_ACTIONTEXT_105	Aktualizowanie ci¹gów tekstowych œrodowiska	
IDS_ACTIONTEXT_106	Nazwa: [1], Wartoœæ: [2], Akcja [3]	
IDS_ACTIONTEXT_107	Zapisywanie wartoœci plików INI	
IDS_ACTIONTEXT_108	Plik: [1],  Sekcja: [2],  Klucz: [3], Wartoœæ: [4]	
IDS_ACTIONTEXT_109	Zapisywanie wartoœci rejestru systemowego	
IDS_ACTIONTEXT_11	Tworzenie folderów	
IDS_ACTIONTEXT_110	Klucz: [1], Nazwa: [2], Wartoœæ: [3]	
IDS_ACTIONTEXT_111	Rejestrowanie aplikacji i sk³adników COM+	
IDS_ACTIONTEXT_112	IdentyfikatorAplikacji: [1]{{, TypAplikacji: [2], U¿ytkownicy: [3], RSN: [4]}}	
IDS_ACTIONTEXT_113	Wyrejestrowywanie aplikacji i sk³adników COM+	
IDS_ACTIONTEXT_114	IdentyfikatorAplikacji: [1]{{, TypAplikacji: [2]}}	
IDS_ACTIONTEXT_115	Wyszukiwanie powi¹zanych aplikacji	
IDS_ACTIONTEXT_116	Znaleziono aplikacjê: [1]	
IDS_ACTIONTEXT_117	Dokonywanie migracji stanu funkcji z powi¹zanych aplikacji	
IDS_ACTIONTEXT_118	Aplikacja: [1]	
IDS_ACTIONTEXT_119	Usuwanie aplikacji	
IDS_ACTIONTEXT_12	Folder: [1]	
IDS_ACTIONTEXT_120	Aplikacja: [1], Wiersz poleceñ: [2]	
IDS_ACTIONTEXT_121	Instalacja katalogu systemu	
IDS_ACTIONTEXT_122	Plik: [1],  Zale¿noœci: [2]	
IDS_ACTIONTEXT_123	Tworzenie wirtualnych katalogów g³ównych IIS...	
IDS_ACTIONTEXT_124	Usuwanie wirtualnych katalogów g³ównych IIS...	
IDS_ACTIONTEXT_13	Tworzenie skrótów	
IDS_ACTIONTEXT_14	Skrót: [1]	
IDS_ACTIONTEXT_15	Usuwanie us³ug	
IDS_ACTIONTEXT_16	Us³uga: [1]	
IDS_ACTIONTEXT_17	Tworzenie zduplikowanych plików	
IDS_ACTIONTEXT_18	Plik: [1],  Katalog: [9],  Rozmiar: [6]	
IDS_ACTIONTEXT_19	Obliczanie wymaganego miejsca	
IDS_ACTIONTEXT_2	Przydzielanie przestrzeni rejestru	
IDS_ACTIONTEXT_20	Generowanie skryptu operacji dla akcji:	
IDS_ACTIONTEXT_21	[1]	
IDS_ACTIONTEXT_22	Kopiowanie plików instalacji sieciowej	
IDS_ACTIONTEXT_23	Plik: [1], Katalog: [9], Rozmiar: [6]	
IDS_ACTIONTEXT_24	Kopiowanie nowych plików	
IDS_ACTIONTEXT_25	Plik: [1],  Katalog: [9],  Rozmiar: [6]	
IDS_ACTIONTEXT_26	Instalowanie sk³adników ODBC	
IDS_ACTIONTEXT_27	Instalowanie nowych us³ug	
IDS_ACTIONTEXT_28	Us³uga: [2]	
IDS_ACTIONTEXT_29	Sprawdzanie poprawnoœci instalacji	
IDS_ACTIONTEXT_3	Wolny obszar: [1]	
IDS_ACTIONTEXT_30	Wyznaczanie warunków uruchomienia	
IDS_ACTIONTEXT_31	Przenoszenie plików	
IDS_ACTIONTEXT_32	Plik: [1],  Katalog: [9],  Rozmiar: [6]	
IDS_ACTIONTEXT_33	Poprawianie plików	
IDS_ACTIONTEXT_34	Plik: [1],  Katalog: [2],  Rozmiar: [3]	
IDS_ACTIONTEXT_35	Aktualizowanie rejestracji sk³adnika	
IDS_ACTIONTEXT_36	Publikowanie uprawnionych sk³adników	
IDS_ACTIONTEXT_37	Identyfikator produktu: [1], Kwalifikator: [2]	
IDS_ACTIONTEXT_38	Publikowanie cech produktów	
IDS_ACTIONTEXT_39	Cecha: [1]	
IDS_ACTIONTEXT_4	Wyszukiwanie zainstalowanych aplikacji	
IDS_ACTIONTEXT_40	Publikowanie informacji o produkcie	
IDS_ACTIONTEXT_41	Rejestrowanie serwerów klas	
IDS_ACTIONTEXT_42	Identyfikator klasy: [1]	
IDS_ACTIONTEXT_43	Rejestrowanie serwerów rozszerzeñ	
IDS_ACTIONTEXT_44	Rozszerzenie: [1]	
IDS_ACTIONTEXT_45	Rejestrowanie czcionek	
IDS_ACTIONTEXT_46	Czcionka: [1]	
IDS_ACTIONTEXT_47	Rejestrowanie informacji MIME	
IDS_ACTIONTEXT_48	Typ zawartoœci MIME: [1], Rozszerzenie: [2]	
IDS_ACTIONTEXT_49	Rejestrowanie produktu	
IDS_ACTIONTEXT_5	W³aœciwoœæ: [1], Podpis: [2]	
IDS_ACTIONTEXT_50	[1]	
IDS_ACTIONTEXT_51	Rejestrowanie identyfikatorów aplikacji	
IDS_ACTIONTEXT_52	Identyfikator aplikacji	
IDS_ACTIONTEXT_53	Rejestrowanie bibliotek typów	
IDS_ACTIONTEXT_54	Identyfikator biblioteki	
IDS_ACTIONTEXT_55	Rejestrowanie u¿ytkownika	
IDS_ACTIONTEXT_56	[1]	
IDS_ACTIONTEXT_57	Usuwanie zduplikowanych plików	
IDS_ACTIONTEXT_58	Plik: [1], Katalog: [9]	
IDS_ACTIONTEXT_59	Aktualizowanie ci¹gów tekstowych œrodowiska	
IDS_ACTIONTEXT_6	Wi¹zanie plików wykonywalnych	
IDS_ACTIONTEXT_60	Nazwa: [1], Wartoœæ: [2], Akcja [3]	
IDS_ACTIONTEXT_61	Usuwanie plików	
IDS_ACTIONTEXT_62	Plik: [1], Katalog: [9]	
IDS_ACTIONTEXT_63	Usuwanie folderów	
IDS_ACTIONTEXT_64	Folder: [1]	
IDS_ACTIONTEXT_65	Usuwanie pozycji pliku INI	
IDS_ACTIONTEXT_66	Plik: [1],  Sekcja: [2],  Klucz: [3], Wartoœæ: [4]	
IDS_ACTIONTEXT_67	Usuwanie sk³adników ODBC	
IDS_ACTIONTEXT_68	Usuwanie wartoœci rejestru systemowego	
IDS_ACTIONTEXT_69	Klucz: [1], Nazwa: [2]	
IDS_ACTIONTEXT_7	Plik: [1]	
IDS_ACTIONTEXT_70	Usuwanie skrótów	
IDS_ACTIONTEXT_71	Skrót: [1]	
IDS_ACTIONTEXT_72	Wyszukiwanie uprawniaj¹cych produktów	
IDS_ACTIONTEXT_73	Wycofywanie akcji:	
IDS_ACTIONTEXT_74	[1]	
IDS_ACTIONTEXT_75	Usuwanie plików kopii zapasowych	
IDS_ACTIONTEXT_76	Plik: [1]	
IDS_ACTIONTEXT_77	Rejestrowanie modu³ów	
IDS_ACTIONTEXT_78	Plik: [1], Folder: [2]	
IDS_ACTIONTEXT_79	Wyrejestrowywanie modu³ów	
IDS_ACTIONTEXT_8	Wyszukiwanie uprawniaj¹cych produktów	
IDS_ACTIONTEXT_80	Plik: [1], Folder: [2]	
IDS_ACTIONTEXT_81	Inicjowanie katalogów ODBC	
IDS_ACTIONTEXT_82	Uruchamianie us³ug	
IDS_ACTIONTEXT_83	Us³uga: [1]	
IDS_ACTIONTEXT_84	Zatrzymywanie us³ug	
IDS_ACTIONTEXT_85	Us³uga: [1]	
IDS_ACTIONTEXT_86	Usuwanie przeniesionych plików	
IDS_ACTIONTEXT_87	Plik: [1], Katalog: [9]	
IDS_ACTIONTEXT_88	Usuwanie publikacji uprawniaj¹cych produktów	
IDS_ACTIONTEXT_89	Identyfikator produktu: [1], Kwalifikator: [2]	
IDS_ACTIONTEXT_9	Obliczanie wymaganego miejsca	
IDS_ACTIONTEXT_90	Usuwanie publikacji cech produktów	
IDS_ACTIONTEXT_91	Cecha: [1]	
IDS_ACTIONTEXT_92	Usuwanie publikacji informacji o produkcie	
IDS_ACTIONTEXT_93	Wyrejestrowywanie serwerów klas	
IDS_ACTIONTEXT_94	Identyfikator klasy: [1]	
IDS_ACTIONTEXT_95	Wyrejestrowywanie serwerów rozszerzeñ	
IDS_ACTIONTEXT_96	Rozszerzenie: [1]	
IDS_ACTIONTEXT_97	Wyrejestrowywanie czcionek	
IDS_ACTIONTEXT_98	Czcionka: [1]	
IDS_ACTIONTEXT_99	Wyrejestrowywanie informacji MIME	
IDS_ERROR_0	{{B³¹d krytyczny: }}	
IDS_ERROR_1	B³¹d [1].	
IDS_ERROR_10	=== Rejestrowanie rozpoczête: [Date]  [Time] ===	
IDS_ERROR_100	Nie mo¿na usun¹æ skrótu [2]. Zweryfikuj czy plik skrótu istnieje i czy masz do niego dostêp.	
IDS_ERROR_101	Nie mo¿na zarejestrowaæ typu biblioteki dla pliku [2]. Nale¿y skontaktowaæ siê z personelem obs³ugi technicznej.	
IDS_ERROR_102	Nie mo¿na wyrejestrowaæ typu biblioteki dla pliku [2]. Nale¿y skontaktowaæ siê z personelem obs³ugi technicznej.	
IDS_ERROR_103	Nie mo¿na zaktualizowaæ pliku ini [2][3].  Zweryfikuj czy plik istnieje i czy masz do niego dostêp.	
IDS_ERROR_104	Nie mo¿na zaplanowaæ pliku [2] do zamiany pliku [3] przy ponownym rozruchu. Zweryfikuj czy masz uprawnienia do zapisu do pliku [3].	
IDS_ERROR_105	B³¹d usuwania mened¿era sterownika ODBC, b³¹d ODBC [2]: [3]. Skontaktuj siê z personelem obs³ugi technicznej.	
IDS_ERROR_106	B³¹d instalowania mened¿era sterownika ODBC, b³¹d ODBC [2]: [3]. Skontaktuj siê z personelem obs³ugi technicznej.	
IDS_ERROR_107	B³¹d usuwania mened¿era sterownika ODBC: [4], b³¹d ODBC [2]: [3]. Zweryfikuj czy masz odpowiednie uprawnienia do usuwania sterowników ODBC.	
IDS_ERROR_108	B³¹d instalowania sterownika ODBC: [4], b³¹d ODBC [2]: [3]. Zweryfikuj czy plik [4] istnieje i czy masz do niego dostêp.	
IDS_ERROR_109	B³¹d konfigurowania Ÿród³a danych ODBC: [4], b³¹d ODBC [2]: [3]. Zweryfikuj czy plik [4] istnieje i czy masz do niego dostêp.	
IDS_ERROR_11	=== Rejestrowanie zatrzymane: [Date]  [Time] ===	
IDS_ERROR_110	Nie mo¿na uruchomiæ us³ugi '[2]' ([3]). Zweryfikuj czy masz odpowiednie uprawnienia do uruchamiania us³ug systemu.	
IDS_ERROR_111	Nie mo¿na zatrzymaæ us³ugi '[2]' ([3]).  Zweryfikuj czy masz odpowiednie uprawnienia do zatrzymywania us³ug systemu.	
IDS_ERROR_112	Nie mo¿na usun¹æ us³ugi '[2]' ([3]).  Zweryfikuj czy masz odpowiednie uprawnienia do usuwania us³ug systemu.	
IDS_ERROR_113	Nie mo¿na zainstalowaæ us³ugi '[2]' ([3]). Zweryfikuj czy masz odpowiednie uprawnienia do instalowania us³ug systemu.	
IDS_ERROR_114	Nie mo¿na zaktualizowaæ zmiennej œrodowiskowej '[2]'.  Zweryfikuj czy masz odpowiednie uprawnienia do modyfikacji zmiennych œrodowiskowych.	
IDS_ERROR_115	Nie masz odpowiednich uprawnieñ do dokoñczenia tej instalacji dla wszystkich u¿ytkowników na tym komputerze. Zaloguj siê jako administrator i ponów próbê instalacji.	
IDS_ERROR_116	Nie mo¿na ustawiæ zabezpieczeñ dla pliku '[3]'. B³¹d: [2]. Zweryfikuj czy masz odpowiednie uprawnienia do modyfikacji uprawnieñ zabezpieczeñ dla tego pliku.	
IDS_ERROR_117	Us³ugi sk³adników (COM+ 1.0) nie s¹ zainstalowane na tym komputerze. Instalacja wymaga us³ug sk³adników. Us³ugi sk³adników s¹ dostêpne w systemie Windows 2000.	
IDS_ERROR_118	Podczas rejestrowania aplikacji COM+ wyst¹pi³ b³¹d.  Skontaktuj siê z personelem obs³ugi technicznej, aby uzyskaæ wiêcej informacji.	
IDS_ERROR_119	Podczas wyrejestrowywania aplikacji COM+ wyst¹pi³ b³¹d.  Skontaktuj siê z personelem obs³ugi technicznej, aby uzyskaæ wiêcej informacji.	
IDS_ERROR_12	Pocz¹tek akcji [Time]: [1].	
IDS_ERROR_120	Trwa usuwanie starszych wersji tej aplikacji	
IDS_ERROR_121	Trwa przygotowywanie do usuniêcia starszych wersji tej aplikacji	
IDS_ERROR_122	Podczas stosowania poprawki do pliku [2] wyst¹pi³ b³¹d. Prawdopodobnie plik zosta³ zaktualizowany w inny sposób i nie mo¿e byæ modyfikowany przez tê poprawkê. Aby uzyskaæ wiêcej informacji skontaktuj siê dostawc¹ poprawki.  {{B³¹d systemowy: [3]}}	
IDS_ERROR_123	[2] nie mo¿e zainstalowaæ jednego z wymaganych produktów. Skontaktuj siê z personelem obs³ugi technicznej.  {{B³¹d systemowy: [3].}}	
IDS_ERROR_124	Starsza wersja programu [2] nie mo¿e byæ usuniêta. Skontaktuj siê z grup¹ obs³ugi technicznej.  {{B³¹d systemowy [3].}}	
IDS_ERROR_125	Opis us³ugi '[2]' ([3]) nie móg³ byæ zmieniony.	
IDS_ERROR_126	Us³uga Instalator Windows nie mo¿e uaktualniæ pliku systemowego [2], poniewa¿ plik ten jest zablokowany przez system operacyjny. Do poprawnej pracy aplikacji konieczne jest uaktualnienie systemu operacyjnego {{Wersja pakietu: [3], wersja OS Protected: [4]}}	
IDS_ERROR_127	Us³uga Instalator Windows nie mo¿e zaktualizowaæ zabezpieczonego pliku systemu Windows  [2]. {{Wersja pakietu: [3], Wersja OS Protected: [4], Wersja: [5]}}	
IDS_ERROR_128	Ten instalator wymaga Internet Information Server w wersji 4.0 lub nowszej w celu konfiguracji wirtualnych katalogów IIS. Nale¿y siê upewniæ, ¿e zainstalowano IIS w wersji 4.0 lub nowszej.	
IDS_ERROR_129	Ten instalator wymaga uprawnieñ administratora w celu konfiguracji wirtualnych katalogów IIS.	
IDS_ERROR_13	Koniec akcji [Time]: [1]. Zwrócona wartoœæ [2].	
IDS_ERROR_14	Pozosta³y czas: {[1] min. }{[2] sek.}	
IDS_ERROR_15	Za ma³o pamiêci. Przed ponowieniem zamknij inne aplikacje.	
IDS_ERROR_16	Instalator nie odpowiada.	
IDS_ERROR_17	Instalator przedwczeœnie zatrzyma³ pracê.	
IDS_ERROR_18	Proszê czekaæ. System Windows konfiguruje: [ProductName]	
IDS_ERROR_19	Pobieranie wymaganych informacji...	
IDS_ERROR_2	Ostrze¿enie [1].	
IDS_ERROR_20	{[ProductName] }Instalacja zakoñczy³a siê pomyœlnie.	
IDS_ERROR_21	{[ProductName] }Instalacja zosta³a przerwana.	
IDS_ERROR_22	B³¹d podczas odczytu pliku: [2]. {{ B³¹d systemowy [3].}}  Zweryfikuj czy plik istnieje i czy masz do niego dostêp.	
IDS_ERROR_23	Nie mo¿na utworzyæ pliku '[2]'.  Katalog o tej nazwie ju¿ istnieje. Anuluj instalacjê i spróbuj zainstalowaæ w innej lokalizacji.	
IDS_ERROR_24	W³ó¿ dysk: [2]	
IDS_ERROR_25	Instalator ma niewystarczaj¹ce uprawnienia dostêpu do katalogu: [2]. Instalacja nie mo¿e byæ kontynuowana. Zaloguj siê jako administrator lub skontaktuj siê z administratorem systemu.	
IDS_ERROR_26	B³¹d zapisu do pliku: [2]. Zweryfikuj czy masz dostêp do tego katalogu.	
IDS_ERROR_27	B³¹d odczytu z pliku: [2]. Zweryfikuj czy plik istnieje i czy masz do niego dostêp.	
IDS_ERROR_28	Inna aplikacja ma ju¿ wy³¹czny dostêp do pliku '[2]'.  Zamknij inne aplikacje, a nastêpnie kliknij przycisk Ponów.	
IDS_ERROR_29	Za ma³o miejsca na dysku, aby zainstalowaæ plik: [2].  Zwolnij trochê miejsca na dysku i kliknij przycisk Ponów lub przycisk Anuluj, aby zakoñczyæ.	
IDS_ERROR_3	Informacja [1].	
IDS_ERROR_30	Nie znaleziono pliku Ÿród³owego: [2].  Zweryfikuj czy plik istnieje i czy masz do niego dostêp.	
IDS_ERROR_31	B³¹d odczytu z pliku: [3]. {{ B³¹d systemowy [2].}}  Zweryfikuj czy plik istnieje i czy masz do niego dostêp.	
IDS_ERROR_32	B³¹d zapisu do pliku: [3]. {{ B³¹d systemowy [2].}}  Zweryfikuj czy masz dostêp do tego katalogu.	
IDS_ERROR_33	Nie znaleziono pliku Ÿród³owego{{(plik cabinet)}}: [2].  Zweryfikuj czy plik istnieje i czy masz do niego dostêp.	
IDS_ERROR_34	Nie mo¿na utworzyæ katalogu '[2]'. Istnieje ju¿ plik o takiej nazwie. Zmieñ nazwê lub usuñ plik i kliknij przycisk Ponów lub przycisk Anuluj, aby zakoñczyæ.	
IDS_ERROR_35	Wolumin [2] jest teraz niedostêpny. Wybierz inny.	
IDS_ERROR_36	Podana œcie¿ka '[2]' jest niedostêpna.	
IDS_ERROR_37	Nie mo¿na zapisaæ w podanym folderze: [2].	
IDS_ERROR_38	Wyst¹pi³ b³¹d sieciowy podczas próby odczytu z pliku [2]	
IDS_ERROR_39	Wyst¹pi³ b³¹d podczas próby utworzenia katalogu [2]	
IDS_ERROR_4	B³¹d wewnêtrzny [1]. [2]{, [3]}{, [4]}	
IDS_ERROR_40	Wyst¹pi³ b³¹d sieciowy podczas próby utworzenia katalogu [2]	
IDS_ERROR_41	Wyst¹pi³ b³¹d sieciowy podczas próby otwarcia Ÿród³owego pliku cabinet [2].	
IDS_ERROR_42	Podana œcie¿ka jest za d³uga [2].	
IDS_ERROR_43	Instalator ma niewystarczaj¹ce uprawnienia do zmodyfikowania pliku [2].	
IDS_ERROR_44	Czêœæ œcie¿ki folderu '[2]' jest nieprawid³owa. Jest ona pusta lub przekracza d³ugoœæ dopuszczaln¹ przez system.	
IDS_ERROR_45	Œcie¿ka folderu '[2]' zawiera niedozwolone s³owa.	
IDS_ERROR_46	Œcie¿ka folderu '[2]' zawiera nieprawid³owy znak.	
IDS_ERROR_47	[2] nie jest prawid³ow¹ krótk¹ nazw¹ pliku.	
IDS_ERROR_48	B³¹d pobierania zabezpieczeñ pliku: [3] GetLastError: [2]	
IDS_ERROR_49	Nieprawid³owy dysk: [2]	
IDS_ERROR_5	{{Dysk pe³ny: }}	
